"id";"ip_address";"event_name";"match_no";"time_sec";"robot";"alliance";"action";"location";"result";"points";"timestamp"
"5590";"192.168.1.131";"Week 2 PLANO";"10";"86";"10312";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:49:50"
"5591";"192.168.1.130";"Week 2 PLANO";"10";"87";"7506";"Blue";"picks_up_coral";"station";"Failure";"0";"2025-03-08 11:49:51"
"5592";"192.168.1.110";"Week 2 PLANO";"10";"80";"2848";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:49:52"
"5593";"192.168.1.110";"Week 2 PLANO";"10";"82";"2848";"Red";"scores_coral_level_3";"reef";"Success";"3";"2025-03-08 11:49:54"
"5594";"192.168.1.131";"Week 2 PLANO";"10";"91";"10312";"Red";"scores_coral_level_3";"reef";"Success";"3";"2025-03-08 11:49:54"
"5595";"192.168.1.130";"Week 2 PLANO";"10";"92";"7506";"Blue";"picks_up_coral";"station";"Failure";"0";"2025-03-08 11:49:55"
"5596";"192.168.1.109";"Week 2 PLANO";"10";"99";"1296";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 11:49:56"
"5597";"192.168.1.131";"Week 2 PLANO";"10";"96";"10312";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:49:59"
"5598";"192.168.1.110";"Week 2 PLANO";"10";"89";"2848";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:50:01"
"5599";"192.168.1.130";"Week 2 PLANO";"10";"99";"7506";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:50:02"
"5600";"192.168.1.109";"Week 2 PLANO";"10";"106";"1296";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:50:02"
"5601";"192.168.1.131";"Week 2 PLANO";"10";"100";"10312";"Red";"scores_coral_level_3";"reef";"Success";"3";"2025-03-08 11:50:04"
"5602";"192.168.1.110";"Week 2 PLANO";"10";"93";"2848";"Red";"scores_coral_level_3";"reef";"Success";"3";"2025-03-08 11:50:05"
"5604";"192.168.1.110";"Week 2 PLANO";"10";"99";"2848";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:50:11"
"5605";"192.168.1.130";"Week 2 PLANO";"10";"108";"7506";"Blue";"scores_coral_level_2";"reef";"Success";"2";"2025-03-08 11:50:12"
"5606";"192.168.1.109";"Week 2 PLANO";"10";"116";"1296";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 11:50:12"
"5607";"192.168.1.131";"Week 2 PLANO";"10";"114";"10312";"Red";"picks_up_coral";"station";"Failure";"0";"2025-03-08 11:50:18"
"5608";"192.168.1.110";"Week 2 PLANO";"10";"107";"2848";"Red";"scores_coral_level_3";"reef";"Success";"3";"2025-03-08 11:50:19"
"5609";"192.168.1.131";"Week 2 PLANO";"10";"115";"10312";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:50:19"
"5610";"192.168.1.110";"Week 2 PLANO";"10";"110";"2848";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:50:22"
"5611";"192.168.1.130";"Week 2 PLANO";"10";"122";"7506";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:50:25"
"5612";"192.168.1.131";"Week 2 PLANO";"10";"125";"10312";"Red";"scores_coral_level_3";"reef";"Success";"3";"2025-03-08 11:50:28"
"5613";"192.168.1.109";"Week 2 PLANO";"10";"134";"1296";"Red";"attempts_deep_climb";"barge";"Success";"12";"2025-03-08 11:50:30"
"5614";"192.168.1.131";"Week 2 PLANO";"10";"128";"10312";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:50:32"
"5615";"192.168.1.130";"Week 2 PLANO";"10";"129";"7506";"Blue";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 11:50:33"
"5616";"192.168.1.110";"Week 2 PLANO";"10";"122";"2848";"Red";"scores_coral_level_3";"reef";"Failure";"0";"2025-03-08 11:50:35"
"5617";"192.168.1.131";"Week 2 PLANO";"10";"135";"10312";"Red";"scores_coral_level_2";"reef";"Success";"2";"2025-03-08 11:50:38"
"5618";"192.168.1.110";"Week 2 PLANO";"10";"130";"2848";"Red";"attempts_parked";"barge";"Success";"2";"2025-03-08 11:50:46"
"5619";"192.168.1.125";"Week 2 PLANO";"10";"131";"4192";"Blue";"attempts_parked";"barge";"Success";"2";"2025-03-08 11:50:46"
"5620";"192.168.1.130";"Week 2 PLANO";"10";"139";"7506";"Blue";"attempts_parked";"barge";"Success";"2";"2025-03-08 11:50:47"
"5621";"192.168.1.131";"Week 2 PLANO";"10";"139";"10312";"Red";"attempts_parked";"barge";"Success";"2";"2025-03-08 11:50:47"
"5623";"192.168.1.109";"Week 2 PLANO";"11";"5";"8818";"Red";"picks_up_algae";"mid_field";"Failure";"0";"2025-03-08 11:58:28"
"5624";"192.168.1.131";"Week 2 PLANO";"11";"3";"3282";"Red";"scores_coral_level_1";"reef";"Success";"2";"2025-03-08 11:58:34"
"5625";"192.168.1.130";"Week 2 PLANO";"11";"10";"9492";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:58:40"
"5626";"192.168.1.131";"Week 2 PLANO";"11";"12";"3282";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:58:42"
"5627";"192.168.1.125";"Week 2 PLANO";"11";"5";"9128";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:58:43"
"5628";"192.168.1.125";"Week 2 PLANO";"11";"6";"9128";"Blue";"scores_coral_level_2";"reef";"Success";"4";"2025-03-08 11:58:44"
"5629";"192.168.1.131";"Week 2 PLANO";"11";"18";"3282";"Red";"scores_coral_level_1";"reef";"Success";"2";"2025-03-08 11:58:48"
"5630";"192.168.1.125";"Week 2 PLANO";"11";"12";"9128";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:58:50"
"5631";"192.168.1.110";"Week 2 PLANO";"11";"12";"8816";"Red";"scores_coral_level_1";"reef";"Success";"2";"2025-03-08 11:58:51"
"5632";"192.168.1.130";"Week 2 PLANO";"11";"24";"9492";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:58:54"
"5633";"192.168.1.131";"Week 2 PLANO";"11";"25";"3282";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:58:56"
"5634";"192.168.1.125";"Week 2 PLANO";"11";"23";"9128";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 11:59:01"
"5635";"192.168.1.131";"Week 2 PLANO";"11";"32";"3282";"Red";"scores_coral_level_1";"reef";"Failure";"0";"2025-03-08 11:59:02"
"5636";"192.168.1.125";"Week 2 PLANO";"11";"26";"9128";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:59:04"
"5637";"192.168.1.130";"Week 2 PLANO";"11";"36";"9492";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:59:06"
"5638";"192.168.1.110";"Week 2 PLANO";"11";"27";"8816";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:59:06"
"5639";"192.168.1.109";"Week 2 PLANO";"11";"44";"8818";"Red";"picks_up_algae";"mid_field";"Failure";"0";"2025-03-08 11:59:07"
"5640";"192.168.1.131";"Week 2 PLANO";"11";"38";"3282";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:59:09"
"5641";"192.168.1.125";"Week 2 PLANO";"11";"35";"9128";"Blue";"scores_coral_level_3";"reef";"Success";"3";"2025-03-08 11:59:13"
"5642";"192.168.1.130";"Week 2 PLANO";"11";"45";"9492";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:59:15"
"5643";"192.168.1.131";"Week 2 PLANO";"11";"45";"3282";"Red";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 11:59:16"
"5644";"192.168.1.125";"Week 2 PLANO";"11";"41";"9128";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:59:19"
"5645";"192.168.1.109";"Week 2 PLANO";"11";"58";"8818";"Red";"picks_up_algae";"mid_field";"Success";"0";"2025-03-08 11:59:22"
"5646";"192.168.1.131";"Week 2 PLANO";"11";"53";"3282";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:59:24"
"5647";"192.168.1.125";"Week 2 PLANO";"11";"46";"9128";"Blue";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 11:59:24"
"5648";"192.168.1.125";"Week 2 PLANO";"11";"50";"9128";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:59:28"
"5649";"192.168.1.109";"Week 2 PLANO";"11";"69";"8818";"Red";"scores_algae_net";"net";"Failure";"0";"2025-03-08 11:59:32"
"5650";"192.168.1.125";"Week 2 PLANO";"11";"55";"9128";"Blue";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 11:59:33"
"5651";"192.168.1.131";"Week 2 PLANO";"11";"63";"3282";"Red";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 11:59:34"
"5652";"192.168.1.139";"Week 2 PLANO";"11";"57";"6526";"Blue";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 11:59:35"
"5653";"192.168.1.139";"Week 2 PLANO";"11";"59";"6526";"Blue";"scores_coral_level_2";"reef";"Failure";"0";"2025-03-08 11:59:37"
"5654";"192.168.1.139";"Week 2 PLANO";"11";"60";"6526";"Blue";"starting_position_2";"starting_pad";"Success";"0";"2025-03-08 11:59:38"
"5655";"192.168.1.125";"Week 2 PLANO";"11";"60";"9128";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 11:59:39"
"5656";"192.168.1.125";"Week 2 PLANO";"11";"65";"9128";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 11:59:43"
"5657";"192.168.1.139";"Week 2 PLANO";"11";"67";"6526";"Blue";"attempts_parked";"barge";"Success";"2";"2025-03-08 11:59:45"
"5658";"192.168.1.125";"Week 2 PLANO";"11";"76";"9128";"Blue";"attempts_parked";"barge";"Success";"2";"2025-03-08 11:59:54"
"5659";"192.168.1.131";"Week 2 PLANO";"11";"85";"3282";"Red";"attempts_parked";"barge";"Success";"2";"2025-03-08 11:59:56"
"5660";"192.168.1.130";"Week 2 PLANO";"11";"86";"9492";"Blue";"attempts_parked";"barge";"Success";"2";"2025-03-08 11:59:57"
"5661";"192.168.1.109";"Week 2 PLANO";"11";"94";"8818";"Red";"attempts_parked";"barge";"Success";"2";"2025-03-08 11:59:57"
"5662";"192.168.1.130";"Week 2 PLANO";"13";"13";"5682";"Blue";"starting_position_1";"starting_pad";"Success";"0";"2025-03-08 12:12:39"
"5663";"192.168.1.125";"Week 2 PLANO";"13";"5";"4153";"Blue";"crosses_starting_line";"starting_line";"Success";"3";"2025-03-08 12:12:39"
"5664";"192.168.1.139";"Week 2 PLANO";"13";"13";"148";"Blue";"crosses_starting_line";"starting_line";"Success";"3";"2025-03-08 12:12:48"
"5665";"192.168.1.125";"Week 2 PLANO";"13";"14";"4153";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:12:48"
"5666";"192.168.1.139";"Week 2 PLANO";"13";"14";"148";"Blue";"auton_center";"starting_pad";"Success";"0";"2025-03-08 12:12:49"
"5667";"192.168.1.139";"Week 2 PLANO";"13";"16";"148";"Blue";"scores_coral_level_4";"reef";"Success";"8";"2025-03-08 12:12:50"
"5668";"192.168.1.110";"Week 2 PLANO";"13";"15";"9105";"Red";"crosses_starting_line";"starting_line";"Success";"3";"2025-03-08 12:12:50"
"5669";"192.168.1.110";"Week 2 PLANO";"13";"16";"9105";"Red";"auton_left";"starting_pad";"Success";"0";"2025-03-08 12:12:51"
"5670";"192.168.1.139";"Week 2 PLANO";"13";"22";"148";"Blue";"picks_up_coral";"station";"Failure";"0";"2025-03-08 12:12:56"
"5671";"192.168.1.130";"Week 2 PLANO";"13";"31";"5682";"Blue";"crosses_starting_line";"starting_line";"Success";"0";"2025-03-08 12:12:57"
"5672";"192.168.1.109";"Week 2 PLANO";"13";"38";"7506";"Red";"crosses_starting_line";"starting_line";"Success";"0";"2025-03-08 12:12:58"
"5673";"192.168.1.109";"Week 2 PLANO";"13";"40";"7506";"Red";"starting_position_2";"starting_pad";"Success";"0";"2025-03-08 12:12:59"
"5674";"192.168.1.109";"Week 2 PLANO";"13";"41";"7506";"Red";"auton_center";"starting_pad";"Success";"0";"2025-03-08 12:13:00"
"5675";"192.168.1.110";"Week 2 PLANO";"13";"28";"9105";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:13:04"
"5676";"192.168.1.110";"Week 2 PLANO";"13";"32";"9105";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:13:08"
"5677";"192.168.1.139";"Week 2 PLANO";"13";"36";"148";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:13:11"
"5678";"192.168.1.131";"Week 2 PLANO";"13";"44";"10340";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:13:11"
"5679";"192.168.1.110";"Week 2 PLANO";"13";"35";"9105";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:13:11"
"5680";"192.168.1.110";"Week 2 PLANO";"13";"38";"9105";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:13:13"
"5681";"192.168.1.125";"Week 2 PLANO";"13";"40";"4153";"Blue";"picks_up_coral";"station";"Failure";"0";"2025-03-08 12:13:15"
"5682";"192.168.1.131";"Week 2 PLANO";"13";"48";"10340";"Red";"crosses_starting_line";"starting_line";"Success";"0";"2025-03-08 12:13:15"
"5683";"192.168.1.139";"Week 2 PLANO";"13";"42";"148";"Blue";"scores_coral_level_4";"reef";"Failure";"0";"2025-03-08 12:13:17"
"5684";"192.168.1.110";"Week 2 PLANO";"13";"44";"9105";"Red";"picks_up_coral";"station";"Failure";"0";"2025-03-08 12:13:19"
"5685";"192.168.1.131";"Week 2 PLANO";"13";"52";"10340";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:13:19"
"5686";"192.168.1.110";"Week 2 PLANO";"13";"45";"9105";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:13:20"
"5687";"192.168.1.125";"Week 2 PLANO";"13";"48";"4153";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:13:22"
"5688";"192.168.1.130";"Week 2 PLANO";"13";"56";"5682";"Blue";"plays_defense";"opponent_side";"Success";"0";"2025-03-08 12:13:23"
"5689";"192.168.1.125";"Week 2 PLANO";"13";"50";"4153";"Blue";"picks_up_coral";"station";"Failure";"0";"2025-03-08 12:13:25"
"5690";"192.168.1.139";"Week 2 PLANO";"13";"53";"148";"Blue";"scores_coral_level_4";"reef";"Failure";"0";"2025-03-08 12:13:28"
"5691";"192.168.1.139";"Week 2 PLANO";"13";"61";"148";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:13:36"
"5692";"192.168.1.125";"Week 2 PLANO";"13";"64";"4153";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:13:39"
"5693";"192.168.1.139";"Week 2 PLANO";"13";"69";"148";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:13:44"
"5694";"192.168.1.139";"Week 2 PLANO";"13";"71";"148";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:13:45"
"5695";"192.168.1.139";"Week 2 PLANO";"13";"72";"148";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:13:46"
"5696";"192.168.1.139";"Week 2 PLANO";"13";"72";"148";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:13:47"
"5697";"192.168.1.125";"Week 2 PLANO";"13";"72";"4153";"Blue";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 12:13:47"
"5698";"192.168.1.139";"Week 2 PLANO";"13";"80";"148";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:13:55"
"5699";"192.168.1.139";"Week 2 PLANO";"13";"83";"148";"Blue";"picks_up_algae";"mid_field";"Success";"0";"2025-03-08 12:13:58"
"5700";"192.168.1.139";"Week 2 PLANO";"13";"86";"148";"Blue";"scores_algae_net";"net";"Success";"4";"2025-03-08 12:14:01"
"5701";"192.168.1.139";"Week 2 PLANO";"13";"88";"148";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:14:02"
"5702";"192.168.1.131";"Week 2 PLANO";"13";"98";"10340";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:14:05"
"5703";"192.168.1.125";"Week 2 PLANO";"13";"99";"4153";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:14:14"
"5704";"192.168.1.139";"Week 2 PLANO";"13";"100";"148";"Blue";"picks_up_algae";"mid_field";"Success";"0";"2025-03-08 12:14:14"
"5705";"192.168.1.139";"Week 2 PLANO";"13";"102";"148";"Blue";"scores_coral_level_4";"reef";"Failure";"0";"2025-03-08 12:14:16"
"5706";"192.168.1.131";"Week 2 PLANO";"13";"111";"10340";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:14:18"
"5707";"192.168.1.139";"Week 2 PLANO";"13";"107";"148";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:14:22"
"5708";"192.168.1.131";"Week 2 PLANO";"13";"119";"10340";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:14:25"
"5709";"192.168.1.139";"Week 2 PLANO";"13";"114";"148";"Blue";"picks_up_algae";"mid_field";"Success";"0";"2025-03-08 12:14:28"
"5710";"192.168.1.139";"Week 2 PLANO";"13";"118";"148";"Blue";"scores_algae_net";"net";"Success";"4";"2025-03-08 12:14:33"
"5711";"192.168.1.109";"Week 2 PLANO";"13";"133";"7506";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:14:33"
"5712";"192.168.1.131";"Week 2 PLANO";"13";"129";"10340";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:14:36"
"5713";"192.168.1.139";"Week 2 PLANO";"13";"122";"148";"Blue";"picks_up_coral";"station";"Failure";"0";"2025-03-08 12:14:37"
"5714";"192.168.1.139";"Week 2 PLANO";"13";"123";"148";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:14:38"
"5715";"192.168.1.139";"Week 2 PLANO";"13";"130";"148";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:14:44"
"5716";"192.168.1.125";"Week 2 PLANO";"13";"130";"4153";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:14:45"
"5717";"192.168.1.125";"Week 2 PLANO";"13";"131";"4153";"Blue";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 12:14:46"
"5718";"192.168.1.139";"Week 2 PLANO";"13";"133";"148";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 12:14:48"
"5719";"192.168.1.139";"Week 2 PLANO";"13";"138";"148";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 12:14:53"
"5720";"192.168.1.141";"Week 2 PLANO";"16";"1";"5431";"Red";"crosses_starting_line";"starting_line";"Success";"3";"2025-03-08 13:22:42"
"5721";"192.168.1.135";"Week 2 PLANO";"16";"0";"9128";"Red";"picks_up_coral";"station";"Failure";"0";"2025-03-08 13:22:48"
"5722";"192.168.1.135";"Week 2 PLANO";"16";"2";"9128";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:22:50"
"5723";"192.168.1.135";"Week 2 PLANO";"16";"4";"9128";"Red";"scores_coral_level_4";"reef";"Success";"8";"2025-03-08 13:22:52"
"5724";"192.168.1.135";"Week 2 PLANO";"16";"9";"9128";"Red";"scores_coral_level_4";"reef";"Success";"8";"2025-03-08 13:22:57"
"5725";"192.168.1.135";"Week 2 PLANO";"16";"10";"9128";"Red";"scores_coral_level_4";"reef";"Success";"8";"2025-03-08 13:22:58"
"5726";"192.168.1.126";"Week 2 PLANO";"16";"7";"1296";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:02"
"5727";"192.168.1.135";"Week 2 PLANO";"16";"16";"9128";"Red";"auton_right";"starting_pad";"Success";"0";"2025-03-08 13:23:04"
"5728";"192.168.1.141";"Week 2 PLANO";"16";"30";"5431";"Red";"picks_up_coral";"station";"Failure";"0";"2025-03-08 13:23:10"
"5729";"192.168.1.135";"Week 2 PLANO";"16";"24";"9128";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:12"
"5730";"192.168.1.104";"Week 2 PLANO";"16";"25";"10312";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:13"
"5731";"192.168.1.135";"Week 2 PLANO";"16";"26";"9128";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:23:14"
"5732";"192.168.1.104";"Week 2 PLANO";"16";"29";"10312";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:23:17"
"5733";"192.168.1.126";"Week 2 PLANO";"16";"22";"1296";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:23:17"
"5734";"192.168.1.104";"Week 2 PLANO";"16";"31";"10312";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:23:19"
"5735";"192.168.1.104";"Week 2 PLANO";"16";"32";"10312";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:23:20"
"5736";"192.168.1.135";"Week 2 PLANO";"16";"33";"9128";"Red";"picks_up_algae";"mid_field";"Failure";"0";"2025-03-08 13:23:21"
"5737";"192.168.1.104";"Week 2 PLANO";"16";"36";"10312";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:24"
"5738";"192.168.1.126";"Week 2 PLANO";"16";"29";"1296";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:24"
"5739";"192.168.1.135";"Week 2 PLANO";"16";"37";"9128";"Red";"picks_up_algae";"mid_field";"Success";"0";"2025-03-08 13:23:25"
"5740";"192.168.1.104";"Week 2 PLANO";"16";"37";"10312";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:23:26"
"5741";"192.168.1.126";"Week 2 PLANO";"16";"31";"1296";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:23:27"
"5742";"192.168.1.126";"Week 2 PLANO";"16";"37";"1296";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:32"
"5743";"192.168.1.132";"Week 2 PLANO";"16";"36";"7506";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:33"
"5744";"192.168.1.135";"Week 2 PLANO";"16";"46";"9128";"Red";"scores_algae_net";"net";"Success";"4";"2025-03-08 13:23:34"
"5745";"192.168.1.104";"Week 2 PLANO";"16";"47";"10312";"Red";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 13:23:35"
"5746";"192.168.1.104";"Week 2 PLANO";"16";"50";"10312";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:38"
"5747";"192.168.1.126";"Week 2 PLANO";"16";"43";"1296";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:23:38"
"5748";"192.168.1.135";"Week 2 PLANO";"16";"54";"9128";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:42"
"5749";"192.168.1.135";"Week 2 PLANO";"16";"56";"9128";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:23:44"
"5750";"192.168.1.141";"Week 2 PLANO";"16";"70";"5431";"Red";"picks_up_coral";"station";"Failure";"0";"2025-03-08 13:23:51"
"5751";"192.168.1.135";"Week 2 PLANO";"16";"64";"9128";"Red";"scores_coral_level_3";"reef";"Success";"3";"2025-03-08 13:23:52"
"5752";"192.168.1.135";"Week 2 PLANO";"16";"67";"9128";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:55"
"5753";"192.168.1.135";"Week 2 PLANO";"16";"69";"9128";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:57"
"5754";"192.168.1.101";"Week 2 PLANO";"16";"61";"8732";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:23:57"
"5755";"192.168.1.135";"Week 2 PLANO";"16";"71";"9128";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:23:59"
"5756";"192.168.1.101";"Week 2 PLANO";"16";"67";"8732";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:24:03"
"5757";"192.168.1.135";"Week 2 PLANO";"16";"76";"9128";"Red";"picks_up_algae";"mid_field";"Success";"0";"2025-03-08 13:24:04"
"5758";"192.168.1.126";"Week 2 PLANO";"16";"71";"1296";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:24:06"
"5759";"192.168.1.126";"Week 2 PLANO";"16";"74";"1296";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:24:10"
"5760";"192.168.1.135";"Week 2 PLANO";"16";"82";"9128";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:24:10"
"5761";"192.168.1.135";"Week 2 PLANO";"16";"85";"9128";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:24:13"
"5762";"192.168.1.126";"Week 2 PLANO";"16";"80";"1296";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:24:15"
"5763";"192.168.1.132";"Week 2 PLANO";"16";"79";"7506";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:24:16"
"5764";"192.168.1.135";"Week 2 PLANO";"16";"90";"9128";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:24:18"
"5765";"192.168.1.104";"Week 2 PLANO";"16";"93";"10312";"Red";"disabled";"anywhere";"Success";"0";"2025-03-08 13:24:21"
"5766";"192.168.1.101";"Week 2 PLANO";"16";"89";"8732";"Blue";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 13:24:25"
"5767";"192.168.1.135";"Week 2 PLANO";"16";"97";"9128";"Red";"scores_coral_level_3";"reef";"Success";"3";"2025-03-08 13:24:25"
"5768";"192.168.1.135";"Week 2 PLANO";"16";"100";"9128";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:24:28"
"5769";"192.168.1.126";"Week 2 PLANO";"16";"96";"1296";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:24:32"
"5770";"192.168.1.135";"Week 2 PLANO";"16";"105";"9128";"Red";"scores_coral_level_3";"reef";"Success";"3";"2025-03-08 13:24:33"
"5771";"192.168.1.135";"Week 2 PLANO";"16";"108";"9128";"Red";"picks_up_algae";"mid_field";"Success";"0";"2025-03-08 13:24:36"
"5772";"192.168.1.126";"Week 2 PLANO";"16";"103";"1296";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:24:39"
"5773";"192.168.1.132";"Week 2 PLANO";"16";"106";"7506";"Blue";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:24:42"
"5774";"192.168.1.135";"Week 2 PLANO";"16";"115";"9128";"Red";"picks_up_coral";"station";"Success";"0";"2025-03-08 13:24:43"
"5775";"192.168.1.135";"Week 2 PLANO";"16";"119";"9128";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:24:47"
"5776";"192.168.1.101";"Week 2 PLANO";"16";"112";"8732";"Blue";"scores_coral_level_1";"reef";"Success";"1";"2025-03-08 13:24:47"
"5777";"192.168.1.135";"Week 2 PLANO";"16";"126";"9128";"Red";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:24:54"
"5778";"192.168.1.126";"Week 2 PLANO";"16";"120";"1296";"Blue";"scores_coral_level_4";"reef";"Success";"4";"2025-03-08 13:24:55"
"5779";"192.168.1.135";"Week 2 PLANO";"16";"128";"9128";"Red";"scores_coral_level_4";"reef";"Failure";"0";"2025-03-08 13:24:56"
